employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor,user,pc
Oleg Kane Britt,OKB0439,Oleg.Kane.Britt@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,OKB0439,PC-3465
Xander Aaron Acevedo,XAA0104,Xander.Aaron.Acevedo@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,XAA0104,PC-7435
Reuben Fulton Pugh,RFP0380,Reuben.Fulton.Pugh@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,RFP0380,PC-9219
Josiah Thaddeus Stewart,JTS0389,Josiah.Thaddeus.Stewart@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,JTS0389,PC-3847
Cameran Madonna Shepard,CMS0454,Cameran.Madonna.Shepard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,CMS0454,PC-4155
Jaden Kylan Buckley,JKB0126,Jaden.Kylan.Buckley@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,JKB0126,PC-1648
Lillith Adena Matthews,LAM0911,Lillith.Adena.Matthews@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Summer Leilani Boyer,LAM0911,PC-8871
Grady Craig Coffey,GCC0744,Grady.Craig.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,GCC0744,PC-3935
Colin Lawrence Holder,CLH0703,Colin.Lawrence.Holder@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,CLH0703,PC-8632
Keely Mollie Weiss,KMW0545,Keely.Mollie.Weiss@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,KMW0545,PC-3962
Piper Sasha Fuentes,PSF0133,Piper.Sasha.Fuentes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,PSF0133,PC-4925
Nathaniel Hunter Heath,NHH0185,Nathaniel.Hunter.Heath@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,NHH0185,PC-2231
Nehru Cyrus Everett,NCE0097,Nehru.Cyrus.Everett@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,NCE0097,PC-2393
Camilla Camille Leach,CCL0068,Camilla.Camille.Leach@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,CCL0068,PC-7699
Anne Jane Carey,AJC0840,Anne.Jane.Carey@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,AJC0840,PC-9184
George Cade Chen,GCC0945,George.Cade.Chen@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,GCC0945,PC-6694
Noah Andrew Beck,NAB0903,Noah.Andrew.Beck@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,NAB0903,PC-8239
Alice Orli Stout,AOS0987,Alice.Orli.Stout@dtaa.com,HealthSafetyEngineer,1,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy,AOS0987,PC-3847
Jana Amanda Dorsey,JAD0609,Jana.Amanda.Dorsey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,JAD0609,PC-3847
Alea Maggie Whitfield,AMW0392,Alea.Maggie.Whitfield@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,AMW0392,PC-6163
Fay Ingrid Rodriquez,FIR0920,Fay.Ingrid.Rodriquez@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,FIR0920,PC-4124
Rowan Neve Parks,RNP0211,Rowan.Neve.Parks@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,RNP0211,PC-1736
Rose Hanae Yates,RHY0079,Rose.Hanae.Yates@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Declan Lester Moss,RHY0079,PC-1896
Chiquita Linda Stokes,CLS0296,Chiquita.Linda.Stokes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,CLS0296,PC-7973
Julian Samson Allen,JSA0775,Julian.Samson.Allen@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,JSA0775,PC-3587
Rina Denise Mcgee,RDM0115,Rina.Denise.Mcgee@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,,,Byron Tyrone Williamson,RDM0115,PC-1480
Joel Kennan Mccarty,JKM0303,Joel.Kennan.Mccarty@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,JKM0303,PC-1208
Irene Jemima Meyers,IJM0139,Irene.Jemima.Meyers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,IJM0139,PC-8089
September Vielka Livingston,SVL0940,September.Vielka.Livingston@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,SVL0940,PC-0115
Lacota Dahlia Good,LDG0459,Lacota.Dahlia.Good@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,LDG0459,PC-3847
Raymond Otto Bond,ROB0272,Raymond.Otto.Bond@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,ROB0272,PC-6933
Lamar Nissim Strickland,LNS0989,Lamar.Nissim.Strickland@dtaa.com,NursePractitioner,1,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil,LNS0989,PC-4124
Charissa Nyssa Mcgee,CNM0800,Charissa.Nyssa.Mcgee@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,CNM0800,PC-9403
Halla Germaine Nolan,HGN0287,Halla.Germaine.Nolan@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,HGN0287,PC-7865
Kay Maxine Skinner,KMS0657,Kay.Maxine.Skinner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,KMS0657,PC-4761
Beverly Melissa Garner,BMG0917,Beverly.Melissa.Garner@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,BMG0917,PC-6688
Hollee Vanna Becker,HVB0037,Hollee.Vanna.Becker@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,HVB0037,PC-7979
Phelan Nissim Howell,PNH0761,Phelan.Nissim.Howell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,PNH0761,PC-0365
Jackson Linus Wilkerson,JLW0053,Jackson.Linus.Wilkerson@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Summer Leilani Boyer,JLW0053,PC-5833
Justine Nola Adkins,JNA0559,Justine.Nola.Adkins@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,JNA0559,PC-9423
Orla Yolanda Middleton,OYM0026,Orla.Yolanda.Middleton@dtaa.com,HealthSafetyEngineer,1,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy,OYM0026,PC-3847
Naida Imelda Hughes,NIH0969,Naida.Imelda.Hughes@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,NIH0969,PC-1397
Rogan Chandler Coffey,RCC0617,Rogan.Chandler.Coffey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,RCC0617,PC-8214
Grady Jordan Duran,GJD0298,Grady.Jordan.Duran@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,GJD0298,PC-1783
Marcia Lillian Lynn,MLL0598,Marcia.Lillian.Lynn@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,MLL0598,PC-0189
Daria Samantha Mcbride,DSM0591,Daria.Samantha.Mcbride@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,DSM0591,PC-5518
Bernard Tobias Landry,BTL0226,Bernard.Tobias.Landry@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,BTL0226,PC-0330
Selma Barbara Nicholson,SBN0971,Selma.Barbara.Nicholson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,SBN0971,PC-0151
Camilla Claire Whitehead,CCW0524,Camilla.Claire.Whitehead@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,CCW0524,PC-0393
Ira Wyatt Moss,IWM0816,Ira.Wyatt.Moss@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,IWM0816,PC-8853
John Omar Lancaster,JOL0024,John.Omar.Lancaster@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,JOL0024,PC-2094
Ella Nita Lewis,ENL0100,Ella.Nita.Lewis@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,ENL0100,PC-3494
Talon Ian Ware,TIW0299,Talon.Ian.Ware@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,TIW0299,PC-5781
Zachery Samson Kerr,ZSK0258,Zachery.Samson.Kerr@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,ZSK0258,PC-0461
Chaim Grant Fernandez,CGF0337,Chaim.Grant.Fernandez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,CGF0337,PC-0369
Erich Harding Bryant,EHB0420,Erich.Harding.Bryant@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,EHB0420,PC-1586
Rhona Germane Nelson,RGN0408,Rhona.Germane.Nelson@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,RGN0408,PC-3687
Frances Hermione Owens,FHO0630,Frances.Hermione.Owens@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,FHO0630,PC-9999
Jescie Kristen Jenkins,JKJ0698,Jescie.Kristen.Jenkins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,JKJ0698,PC-0120
Shana Callie Ferguson,SCF0608,Shana.Callie.Ferguson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,SCF0608,PC-8864
Blythe Veda Cooke,BVC0790,Blythe.Veda.Cooke@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Sharon Britanni Kerr,BVC0790,PC-0008
Noel Reagan Foster,NRF0137,Noel.Reagan.Foster@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,NRF0137,PC-8782
Hashim Damon Dudley,HDD0789,Hashim.Damon.Dudley@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donovan Carlos Chapman,HDD0789,PC-4518
Irma Eugenia Booker,IEB0153,Irma.Eugenia.Booker@dtaa.com,Accountant,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,IEB0153,PC-4040
Idola Carly Haley,ICH0294,Idola.Carly.Haley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,ICH0294,PC-3847
Zena Sigourney Langley,ZSL0305,Zena.Sigourney.Langley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,ZSL0305,PC-2640
Ann Jolie Potts,AJP0723,Ann.Jolie.Potts@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,AJP0723,PC-1182
Galena Deborah Francis,GDF0704,Galena.Deborah.Francis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,GDF0704,PC-0377
Thor Jameson Diaz,TJD0996,Thor.Jameson.Diaz@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,TJD0996,PC-7107
Ocean Maite Summers,OMS0101,Ocean.Maite.Summers@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,OMS0101,PC-9507
Bevis Christopher Mcknight,BCM0653,Bevis.Christopher.Mcknight@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,BCM0653,PC-5717
Brett Damian Beck,BDB0453,Brett.Damian.Beck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,BDB0453,PC-1949
Nash Conan Knight,NCK0421,Nash.Conan.Knight@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,NCK0421,PC-6960
Lunea Priscilla Hardy,LPH0572,Lunea.Priscilla.Hardy@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,LPH0572,PC-8507
Meredith Florence Valdez,MFV0897,Meredith.Florence.Valdez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,MFV0897,PC-8493
Myles August Heath,MAH0149,Myles.August.Heath@dtaa.com,AdministrativeAssistant,1,4 - Finance,1 - Accounting,,Cedric Herrod Gilliam,MAH0149,PC-6756
Ella Cassandra Rivera,ECR0822,Ella.Cassandra.Rivera@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,ECR0822,PC-0779
Preston Odysseus Bryan,POB0343,Preston.Odysseus.Bryan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,POB0343,PC-5864
Iris Rhea Terrell,IRT0491,Iris.Rhea.Terrell@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,IRT0491,PC-3285
Halla Kendall Irwin,HKI0171,Halla.Kendall.Irwin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,HKI0171,PC-8733
Deanna Imelda Blanchard,DIB0285,Deanna.Imelda.Blanchard@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,DIB0285,PC-1268
Imani Aubrey Ray,IAR0694,Imani.Aubrey.Ray@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,IAR0694,PC-2804
Cora Maisie Mclean,CMM0487,Cora.Maisie.Mclean@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,CMM0487,PC-9800
Leslie Cassandra Colon,LCC0819,Leslie.Cassandra.Colon@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,LCC0819,PC-8192
Armand Gabriel Brewer,AGB0643,Armand.Gabriel.Brewer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,AGB0643,PC-2461
Portia Illana David,PID0426,Portia.Illana.David@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,PID0426,PC-0576
Hadley Leandra May,HLM0933,Hadley.Leandra.May@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,HLM0933,PC-5242
Keaton Ronan Leonard,KRL0062,Keaton.Ronan.Leonard@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,KRL0062,PC-5595
Meghan Phoebe Macias,MPM0220,Meghan.Phoebe.Macias@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,MPM0220,PC-0004
Jonah Dakota Bird,JDB0169,Jonah.Dakota.Bird@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,JDB0169,PC-7502
Amal Alexander Shelton,AAS0442,Amal.Alexander.Shelton@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,AAS0442,PC-1039
Zorita Jaime Spears,ZJS0269,Zorita.Jaime.Spears@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,ZJS0269,PC-7019
Cleo Jeanette Morales,CJM0521,Cleo.Jeanette.Morales@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,CJM0521,PC-6249
Morgan Deborah Hoover,MDH0580,Morgan.Deborah.Hoover@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,MDH0580,PC-4579
Jackson Rafael Sutton,JRS0362,Jackson.Rafael.Sutton@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,JRS0362,PC-0004
Wynne Xyla Hartman,WXH0872,Wynne.Xyla.Hartman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,WXH0872,PC-3847
Montana Hannah Arnold,MHA0798,Montana.Hannah.Arnold@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,MHA0798,PC-0118
Jane Zia Day,JZD0888,Jane.Zia.Day@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,JZD0888,PC-1572
Hedwig Dai Duffy,HDD0806,Hedwig.Dai.Duffy@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,HDD0806,PC-0146
Bruce Sawyer Barrera,BSB0990,Bruce.Sawyer.Barrera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,BSB0990,PC-8932
Amy Lucy Chen,ALC0788,Amy.Lucy.Chen@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Delilah Iliana Wilkinson,ALC0788,PC-1887
Jonas Connor Riddle,JCR0921,Jonas.Connor.Riddle@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,JCR0921,PC-9473
Rogan Reuben Alexander,RRA0938,Rogan.Reuben.Alexander@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,RRA0938,PC-9586
Seth Harlan Walls,SHW0578,Seth.Harlan.Walls@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,SHW0578,PC-7091
Gil Calvin Lindsay,GCL0016,Gil.Calvin.Lindsay@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,GCL0016,PC-3847
Garrett Omar Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,GOK0238,PC-0039
Buckminster Connor Bush,BCB0679,Buckminster.Connor.Bush@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,BCB0679,PC-0290
Ivor Herrod Kaufman,IHK0841,Ivor.Herrod.Kaufman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,IHK0841,PC-0177
Sawyer Arden Puckett,SAP0867,Sawyer.Arden.Puckett@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,SAP0867,PC-8149
Alma Leila Duncan,ALD0529,Alma.Leila.Duncan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,ALD0529,PC-1187
Kenyon Raja Galloway,KRG0158,Kenyon.Raja.Galloway@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,,,Hyatt Trevor Hayes,KRG0158,PC-9770
Teegan Jillian Burris,TJB0302,Teegan.Jillian.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,TJB0302,PC-0044
Ivan Levi Craig,ILC0838,Ivan.Levi.Craig@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,ILC0838,PC-7400
Renee Ivana Hayden,RIH0777,Renee.Ivana.Hayden@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,RIH0777,PC-9508
Hermione Casey Witt,HCW0419,Hermione.Casey.Witt@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,HCW0419,PC-3772
Demetrius Alvin Levy,DAL0673,Demetrius.Alvin.Levy@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,DAL0673,PC-3847
Roth Mannix Simon,RMS0266,Roth.Mannix.Simon@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,RMS0266,PC-9183
Kibo Dolan Turner,KDT0346,Kibo.Dolan.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,KDT0346,PC-7238
Kay Alexa Logan,KAL0395,Kay.Alexa.Logan@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,KAL0395,PC-0004
Abdul Ralph Deleon,ARD0509,Abdul.Ralph.Deleon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,ARD0509,PC-1677
Blair Todd Long,BTL0722,Blair.Todd.Long@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,BTL0722,PC-2843
Whilemina Pandora England,WPE0538,Whilemina.Pandora.England@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Delilah Iliana Wilkinson,WPE0538,PC-5785
Candice Lunea Fischer,CLF0852,Candice.Lunea.Fischer@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,CLF0852,PC-0647
Honorato Joseph Adkins,HJA0018,Honorato.Joseph.Adkins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,HJA0018,PC-3985
Mariko Ivana Mckee,MIM0712,Mariko.Ivana.Mckee@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,MIM0712,PC-1526
Casey Edward Joyce,CEJ0109,Casey.Edward.Joyce@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,CEJ0109,PC-6980
Jeanette Cally Whitfield,JCW0858,Jeanette.Cally.Whitfield@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,JCW0858,PC-2381
Daria Felicia Rowland,DFR0218,Daria.Felicia.Rowland@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,DFR0218,PC-0004
Byron Armand Livingston,BAL0044,Byron.Armand.Livingston@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,BAL0044,PC-0039
Ashely Sarah Shields,ASS0206,Ashely.Sarah.Shields@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,ASS0206,PC-5276
Isaiah Upton Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,IUB0565,PC-5775
Alec Scott Goff,ASG0048,Alec.Scott.Goff@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,,,Kai Wynne Craft,ASG0048,PC-0427
Tyler Eden Talley,TET0621,Tyler.Eden.Talley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,TET0621,PC-3847
Alexander Rafael Arnold,ARA0252,Alexander.Rafael.Arnold@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,ARA0252,PC-4886
Axel Malik Rosa,AMR0318,Axel.Malik.Rosa@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,AMR0318,PC-6239
William Trevor Fuentes,WTF0387,William.Trevor.Fuentes@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,WTF0387,PC-6159
